id,Captions,URL,Class,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7
140,a bird flying in the air with a sky background,http://www.mufoncms.com/files_jeud8334j/90442_submitter_file2__IMG20180224222639.jpg,"['common newt, Triturus vulgaris']",common newt, Triturus vulgaris,NA,NA,NA,NA,NA
141,a view of a plane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/90442_submitter_file3__IMG20180224222437.jpg,['volcano'],volcano,NA,NA,NA,NA,NA,NA
142,a black and white photo of a person on a skateboard .,http://www.mufoncms.com/files_jeud8334j/90442_submitter_file5__IMG20180226214634.jpg,['volcano'],volcano,NA,NA,NA,NA,NA,NA
143,a stop sign on a road with a sky background,http://www.mufoncms.com/files_jeud8334j/90833_submitter_file1__20180317222739.png,['bubble'],bubble,NA,NA,NA,NA,NA,NA
144,a black and white photo of a snow covered street .,http://www.mufoncms.com/files_jeud8334j/90833_submitter_file2__Screenshot20180317210305.jpg,['park bench'],park bench,NA,NA,NA,NA,NA,NA
145,a city street at night with a traffic light .,http://www.mufoncms.com/files_jeud8334j/90833_submitter_file3__20180317225547.jpg,['obelisk'],obelisk,NA,NA,NA,NA,NA,NA
146,a city street filled with lots of traffic .,http://www.mufoncms.com/files_jeud8334j/90833_submitter_file4__20180317225534.jpg,['obelisk'],obelisk,NA,NA,NA,NA,NA,NA
147,a street sign on the side of a road .,http://www.mufoncms.com/files_jeud8334j/90527_submitter_file1__1029111430.jpg,"['trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi']",trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi,NA
148,a black and white photo of a cat in a window,http://www.mufoncms.com/files_jeud8334j/90527_submitter_file2__1029111541.jpg,['shower curtain'],shower curtain,NA,NA,NA,NA,NA,NA
149,a close up of a blue and white fire hydrant .,http://www.mufoncms.com/files_jeud8334j/90527_submitter_file3__1029111542.jpg,"['walking stick, walkingstick, stick insect']",walking stick, walkingstick, stick insect,NA,NA,NA,NA
150,a close up of a vase with a plant in it,http://www.mufoncms.com/files_jeud8334j/90527_submitter_file4__10291116430002.jpg,['stingray'],stingray,NA,NA,NA,NA,NA,NA
151,a white and black bird is standing in a window,http://www.mufoncms.com/files_jeud8334j/90527_submitter_file5__10291115420005.jpg,"['lighter, light, igniter, ignitor']",lighter, light, igniter, ignitor,NA,NA,NA
152,a man is standing on a boat in the water .,http://www.mufoncms.com/files_jeud8334j/90527_submitter_file6__10291116430001.jpg,['vault'],vault,NA,NA,NA,NA,NA,NA
153,a man holding a frisbee in his right hand .,http://www.mufoncms.com/files_jeud8334j/90527_submitter_file7__10291115420001.jpg,"['walking stick, walkingstick, stick insect']",walking stick, walkingstick, stick insect,NA,NA,NA,NA
154,a street sign on the side of a road .,http://www.mufoncms.com/files_jeud8334j/90526_submitter_file1__1029111430.jpg,"['trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi']",trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi,NA
155,a black and white photo of a cat in a window,http://www.mufoncms.com/files_jeud8334j/90526_submitter_file2__1029111541.jpg,['shower curtain'],shower curtain,NA,NA,NA,NA,NA,NA
156,a close up of a blue and white fire hydrant .,http://www.mufoncms.com/files_jeud8334j/90526_submitter_file3__1029111542.jpg,"['walking stick, walkingstick, stick insect']",walking stick, walkingstick, stick insect,NA,NA,NA,NA
157,a close up of a vase with a plant in it,http://www.mufoncms.com/files_jeud8334j/90526_submitter_file4__10291116430002.jpg,['stingray'],stingray,NA,NA,NA,NA,NA,NA
158,a white and black bird is standing in a window,http://www.mufoncms.com/files_jeud8334j/90526_submitter_file5__10291115420005.jpg,"['lighter, light, igniter, ignitor']",lighter, light, igniter, ignitor,NA,NA,NA
159,a man is standing on a boat in the water .,http://www.mufoncms.com/files_jeud8334j/90526_submitter_file6__10291116430001.jpg,['vault'],vault,NA,NA,NA,NA,NA,NA
160,a street sign on the side of a road .,http://www.mufoncms.com/files_jeud8334j/90525_submitter_file1__1029111430.jpg,"['trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi']",trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi,NA
161,a black and white photo of a cat in a window,http://www.mufoncms.com/files_jeud8334j/90525_submitter_file2__1029111541.jpg,['shower curtain'],shower curtain,NA,NA,NA,NA,NA,NA
162,a close up of a blue and white fire hydrant .,http://www.mufoncms.com/files_jeud8334j/90525_submitter_file3__1029111542.jpg,"['walking stick, walkingstick, stick insect']",walking stick, walkingstick, stick insect,NA,NA,NA,NA
163,a close up of a vase with a plant in it,http://www.mufoncms.com/files_jeud8334j/90525_submitter_file4__10291116430002.jpg,['stingray'],stingray,NA,NA,NA,NA,NA,NA
164,a white and black bird is standing in a window,http://www.mufoncms.com/files_jeud8334j/90525_submitter_file5__10291115420005.jpg,"['lighter, light, igniter, ignitor']",lighter, light, igniter, ignitor,NA,NA,NA
165,a man is standing on a boat in the water .,http://www.mufoncms.com/files_jeud8334j/90525_submitter_file6__10291116430001.jpg,['vault'],vault,NA,NA,NA,NA,NA,NA
166,a man holding a frisbee in his right hand .,http://www.mufoncms.com/files_jeud8334j/90525_submitter_file7__10291115420001.jpg,"['walking stick, walkingstick, stick insect']",walking stick, walkingstick, stick insect,NA,NA,NA,NA
167,a person is flying a kite in the sky .,http://www.mufoncms.com/files_jeud8334j/90290_submitter_file3__IMG18831.jpg,"['nematode, nematode worm, roundworm']",nematode, nematode worm, roundworm,NA,NA,NA,NA
168,a close up of a person holding a skate board,http://www.mufoncms.com/files_jeud8334j/90290_submitter_file4__IMG1882.jpg,['ping-pong ball'],ping-pong ball,NA,NA,NA,NA,NA,NA
169,a kite flying in the sky over a field .,http://www.mufoncms.com/files_jeud8334j/90788_submitter_file1__fullsizeoutput4248.jpeg,"['parachute, chute']",parachute, chute,NA,NA,NA,NA,NA
170,a herd of sheep grazing on a lush green hillside .,http://www.mufoncms.com/files_jeud8334j/90788_submitter_file2__fullsizeoutput47d2.jpeg,['llama'],llama,NA,NA,NA,NA,NA,NA
171,a large mountain range with mountains in the background .,http://www.mufoncms.com/files_jeud8334j/90788_submitter_file3__fullsizeoutput4249.jpeg,"['valley, vale']",valley, vale,NA,NA,NA,NA,NA
172,a person flying a kite in a field .,http://www.mufoncms.com/files_jeud8334j/90629_submitter_file1__20180306180753.jpg,"['flagpole, flagstaff']",flagpole, flagstaff,NA,NA,NA,NA,NA
173,a person riding skis down a snow covered slope .,http://www.mufoncms.com/files_jeud8334j/90652_submitter_file1__vzdlenfotka.png,['alp'],alp,NA,NA,NA,NA,NA,NA
174,a close up of a bird in a body of water,http://www.mufoncms.com/files_jeud8334j/90652_submitter_file2__velkpiblen.png,"['solar dish, solar collector, solar furnace']",solar dish, solar collector, solar furnace,NA,NA,NA,NA
175,a flock of birds flying through a cloudy sky .,http://www.mufoncms.com/files_jeud8334j/90652_submitter_file3__sloenobrzeksufo.png,"['web site, website, internet site, site']",web site, website, internet site, site,NA,NA,NA
176,a white and black bird flying in the sky .,http://www.mufoncms.com/files_jeud8334j/90652_submitter_file4__prvnpiblen.png,['jellyfish'],jellyfish,NA,NA,NA,NA,NA,NA
177,a close up of a clock on a wall,http://www.mufoncms.com/files_jeud8334j/90652_submitter_file5__detailjednalod.png,['abacus'],abacus,NA,NA,NA,NA,NA,NA
178,a white and blue boat traveling down a river .,http://www.mufoncms.com/files_jeud8334j/90659_submitter_file5__28512014543627132673704415353958n.jpg,['geyser'],geyser,NA,NA,NA,NA,NA,NA
179,a blue and white airplane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/90308_submitter_file1__659BE8A103F44517A4C609836FF23F20.jpeg,"['parachute, chute']",parachute, chute,NA,NA,NA,NA,NA
180,a view of a snowy mountain with trees in the background .,http://www.mufoncms.com/files_jeud8334j/90979_submitter_file1__20180323150857.jpg,['fountain'],fountain,NA,NA,NA,NA,NA,NA
181,a stop light that is on a pole .,http://www.mufoncms.com/files_jeud8334j/90979_submitter_file2__20180323150856.jpg,['fountain'],fountain,NA,NA,NA,NA,NA,NA
182,a stop light that is in the snow .,http://www.mufoncms.com/files_jeud8334j/90979_submitter_file3__201803231508560.jpg,['fountain'],fountain,NA,NA,NA,NA,NA,NA
183,a black and white photo of a computer mouse .,http://www.mufoncms.com/files_jeud8334j/91178_submitter_file1__20171006184101.jpg,['ping-pong ball'],ping-pong ball,NA,NA,NA,NA,NA,NA
184,a herd of cattle grazing on a lush green hillside .,http://www.mufoncms.com/files_jeud8334j/91012_submitter_file1__224754C05F924331A27001929630E197.jpeg,"['valley, vale']",valley, vale,NA,NA,NA,NA,NA
185,a group of people flying kites in a field .,http://www.mufoncms.com/files_jeud8334j/90977_submitter_file2__B9B915772E7E4C46B6AC13E7E734D3B2.jpeg,"['traffic light, traffic signal, stoplight']",traffic light, traffic signal, stoplight,NA,NA,NA,NA
186,a giraffe standing in the middle of a field .,http://www.mufoncms.com/files_jeud8334j/90977_submitter_file3__27277CED698C4C1BA7C97095BE4705DB.jpeg,"['megalith, megalithic structure']",megalith, megalithic structure,NA,NA,NA,NA,NA
187,a street sign sitting on the side of a road .,http://www.mufoncms.com/files_jeud8334j/91159_submitter_file1__01c406177bab83de4911e2bd57ec61c5180f3ff4a8.jpg,"['flagpole, flagstaff']",flagpole, flagstaff,NA,NA,NA,NA,NA
188,a street sign sitting on the side of a road .,http://www.mufoncms.com/files_jeud8334j/91159_submitter_file2__017233ef8d465922e9b6cc75d67867faa4e28c1526.jpg,"['solar dish, solar collector, solar furnace']",solar dish, solar collector, solar furnace,NA,NA,NA,NA
189,a man flying a kite in a park .,http://www.mufoncms.com/files_jeud8334j/91156_submitter_file1__8599265AB24C43ABA17EA02A270701C8.jpeg,['fountain'],fountain,NA,NA,NA,NA,NA,NA
190,a view of a mountain range from a plane .,http://www.mufoncms.com/files_jeud8334j/90587_submitter_file1__20170327082608.jpg,['alp'],alp,NA,NA,NA,NA,NA,NA
191,a view of a mountain range from a plane .,http://www.mufoncms.com/files_jeud8334j/90587_submitter_file2__20170327082610.jpg,['alp'],alp,NA,NA,NA,NA,NA,NA
192,a view of a mountain range from a plane .,http://www.mufoncms.com/files_jeud8334j/90587_submitter_file3__20170327082612.jpg,['volcano'],volcano,NA,NA,NA,NA,NA,NA
193,a view of a mountain range with a mountain in the background .,http://www.mufoncms.com/files_jeud8334j/90587_submitter_file4__20170327082600.jpg,['alp'],alp,NA,NA,NA,NA,NA,NA
194,a view of a mountain range with mountains in the background .,http://www.mufoncms.com/files_jeud8334j/90587_submitter_file5__20170327082624.jpg,['alp'],alp,NA,NA,NA,NA,NA,NA
195,a close up of a person holding a pair of scissors,http://www.mufoncms.com/files_jeud8334j/90479_submitter_file1__objectinsky1Feb152018.png,"['nematode, nematode worm, roundworm']",nematode, nematode worm, roundworm,NA,NA,NA,NA
196,a black and white photo of a clock tower .,http://www.mufoncms.com/files_jeud8334j/90479_submitter_file2__objectinsky2Feb1520182.jpg,"['television, television system']",television, television system,NA,NA,NA,NA,NA
197,a close up of a person holding a cell phone,http://www.mufoncms.com/files_jeud8334j/90479_submitter_file3__objectinsky3Feb1520182.jpg,['window screen'],window screen,NA,NA,NA,NA,NA,NA
198,a view of a city street with a traffic light .,http://www.mufoncms.com/files_jeud8334j/90478_submitter_file1__coloredlightsinskyFeb62018.png,['abaya'],abaya,NA,NA,NA,NA,NA,NA
199,a kite flying in the sky over a tree .,http://www.mufoncms.com/files_jeud8334j/90293_submitter_file1__1copywitharrow.jpg,"['airship, dirigible']",airship, dirigible,NA,NA,NA,NA,NA
200,a bench on a beach near a body of water,http://www.mufoncms.com/files_jeud8334j/90293_submitter_file3__2copywitharrow.jpg,"['promontory, headland, head, foreland']",promontory, headland, head, foreland,NA,NA,NA
201,a person is flying a kite on the beach .,http://www.mufoncms.com/files_jeud8334j/90293_submitter_file5__3copywitharrow.jpg,"['sandbar, sand bar']",sandbar, sand bar,NA,NA,NA,NA,NA
202,a person walking on a beach with a surfboard,http://www.mufoncms.com/files_jeud8334j/90293_submitter_file7__4copywitharrow.jpg,"['promontory, headland, head, foreland']",promontory, headland, head, foreland,NA,NA,NA
203,a person flying a kite in a field .,http://www.mufoncms.com/files_jeud8334j/90623_submitter_file1__BRIGHTLIGHT.jpg,"['lakeside, lakeshore']",lakeside, lakeshore,NA,NA,NA,NA,NA
204,a person is flying a kite in a field .,http://www.mufoncms.com/files_jeud8334j/90623_submitter_file2__UFO.jpg,['alp'],alp,NA,NA,NA,NA,NA,NA
205,an airplane flying over a body of water .,http://www.mufoncms.com/files_jeud8334j/90623_submitter_file3__UFO2.jpg,['balloon'],balloon,NA,NA,NA,NA,NA,NA
206,a stop sign on the side of a road .,http://www.mufoncms.com/files_jeud8334j/90626_submitter_file1__ufo.jpg,"['traffic light, traffic signal, stoplight']",traffic light, traffic signal, stoplight,NA,NA,NA,NA
207,a view of a sunset from a plane window .,http://www.mufoncms.com/files_jeud8334j/90617_submitter_file1__20160907192832.jpg,"['lakeside, lakeshore']",lakeside, lakeshore,NA,NA,NA,NA,NA
208,a view of a beach with a sunset in the background .,http://www.mufoncms.com/files_jeud8334j/90617_submitter_file2__20160907192830.jpg,"['lakeside, lakeshore']",lakeside, lakeshore,NA,NA,NA,NA,NA
209,a group of people sitting on a bench next to the ocean .,http://www.mufoncms.com/files_jeud8334j/90729_submitter_file1__IMG1256.JPG,"['seashore, coast, seacoast, sea-coast']",seashore, coast, seacoast, sea-coast,NA,NA,NA
210,a couple of animals that are in the grass .,http://www.mufoncms.com/files_jeud8334j/90539_submitter_file1__KMC0366.JPG,['pole'],pole,NA,NA,NA,NA,NA,NA
211,a person is flying a kite in a field .,http://www.mufoncms.com/files_jeud8334j/90539_submitter_file2__KMC0367.JPG,"['worm fence, snake fence, snake-rail fence, Virginia fence']",worm fence, snake fence, snake-rail fence, Virginia fence,NA,NA,NA
212,a giraffe standing in the middle of a field .,http://www.mufoncms.com/files_jeud8334j/90539_submitter_file3__KMC0368.JPG,['pole'],pole,NA,NA,NA,NA,NA,NA
213,a giraffe standing in the middle of a field .,http://www.mufoncms.com/files_jeud8334j/90539_submitter_file4__KMC0369.JPG,['pole'],pole,NA,NA,NA,NA,NA,NA
214,a large building with a clock on it .,http://www.mufoncms.com/files_jeud8334j/90541_submitter_file1__IMG3658.JPG,['castle'],castle,NA,NA,NA,NA,NA,NA
215,a large building with a clock tower on top .,http://www.mufoncms.com/files_jeud8334j/90541_submitter_file2__IMG3659.JPG,['castle'],castle,NA,NA,NA,NA,NA,NA
216,a large building with a clock tower on top .,http://www.mufoncms.com/files_jeud8334j/90541_submitter_file3__IMG3660.JPG,['castle'],castle,NA,NA,NA,NA,NA,NA
217,a large building with a clock tower on top .,http://www.mufoncms.com/files_jeud8334j/90541_submitter_file4__IMG3661.JPG,['castle'],castle,NA,NA,NA,NA,NA,NA
218,a large building with a clock on it .,http://www.mufoncms.com/files_jeud8334j/90541_submitter_file5__IMG3662.JPG,['castle'],castle,NA,NA,NA,NA,NA,NA
219,a laptop computer sitting on top of a desk .,http://www.mufoncms.com/files_jeud8334j/90925_submitter_file1__SAM2902.JPG,['iPod'],iPod,NA,NA,NA,NA,NA,NA
220,a close up of a person holding a pair of scissors,http://www.mufoncms.com/files_jeud8334j/90925_submitter_file2__SAM2905.JPG,"['nematode, nematode worm, roundworm']",nematode, nematode worm, roundworm,NA,NA,NA,NA
221,a close up of a person holding a pair of scissors,http://www.mufoncms.com/files_jeud8334j/90925_submitter_file3__SAM2906.JPG,"['nematode, nematode worm, roundworm']",nematode, nematode worm, roundworm,NA,NA,NA,NA
222,a black and white photo of a computer mouse .,http://www.mufoncms.com/files_jeud8334j/90925_submitter_file4__SAM2907.JPG,"['binder, ring-binder']",binder, ring-binder,NA,NA,NA,NA,NA
223,a plane flying in the sky over a building .,http://www.mufoncms.com/files_jeud8334j/90312_submitter_file1__ufo.JPG,"['airship, dirigible']",airship, dirigible,NA,NA,NA,NA,NA
224,a person riding a skate board in the air,http://www.mufoncms.com/files_jeud8334j/90599_submitter_file1__IMG6789.JPG,['jellyfish'],jellyfish,NA,NA,NA,NA,NA,NA
225,a person on a snowboard in the snow .,http://www.mufoncms.com/files_jeud8334j/90697_submitter_file1__IMG2967.JPG,['fountain'],fountain,NA,NA,NA,NA,NA,NA
226,a view of a snowy mountain and a street light .,http://www.mufoncms.com/files_jeud8334j/90503_submitter_file2__IMG84841.JPG,['alp'],alp,NA,NA,NA,NA,NA,NA
227,a flock of birds flying through a cloudy sky .,http://www.mufoncms.com/files_jeud8334j/90503_submitter_file3__IMG8484.JPG,['kite'],kite,NA,NA,NA,NA,NA,NA
228,a kite flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/90323_submitter_file2__IMG3480.JPG,['kite'],kite,NA,NA,NA,NA,NA,NA
229,a small airplane flying through a blue sky .,http://www.mufoncms.com/files_jeud8334j/90425_submitter_file1__IMG0366.JPG,['matchstick'],matchstick,NA,NA,NA,NA,NA,NA
230,a blue and white airplane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/90104_submitter_file1__DSC00023.JPG,['jellyfish'],jellyfish,NA,NA,NA,NA,NA,NA
231,a bunch of kites flying in the sky,http://www.mufoncms.com/files_jeud8334j/90104_submitter_file2__omg.JPG,['envelope'],envelope,NA,NA,NA,NA,NA,NA
232,a plane flying over a building with a clock tower .,http://www.mufoncms.com/files_jeud8334j/91071_submitter_file1__IMG3056.JPG,['wreck'],wreck,NA,NA,NA,NA,NA,NA
233,a clock tower in the middle of a city .,http://www.mufoncms.com/files_jeud8334j/91071_submitter_file2__IMG3057.JPG,['tile roof'],tile roof,NA,NA,NA,NA,NA,NA
234,a group of people sitting on a bench in front of a building .,http://www.mufoncms.com/files_jeud8334j/91071_submitter_file3__maisonmdormoy.PNG,"['traffic light, traffic signal, stoplight']",traffic light, traffic signal, stoplight,NA,NA,NA,NA
